Unloaded module: latex/TeXLive12
Loaded module: python3/3.6.2
[1.e+03 1.e-03]
[-2.83575268e+06  2.39317382e+00]
[-2.83668325e+06  2.39385894e+00]
[-2.83553860e+06  2.39295173e+00]
[-2.83592015e+06  2.39325413e+00]
[-2.83545486e+06  2.39291157e+00]
[-2.83621796e+06  2.39351638e+00]
[-2.83602719e+06  2.39336518e+00]
[-2.83564564e+06  2.39306277e+00]
[-2.83547817e+06  2.39298246e+00]
[-2.8355852e+06  2.3930935e+00]
[-2.83563053e+06  2.39307046e+00]
[-2.83561542e+06  2.39307814e+00]
[-2.83569916e+06  2.39311830e+00]
[-2.83566894e+06  2.39313366e+00]
[-2.83569160e+06  2.39312214e+00]
[-2.83568405e+06  2.39312598e+00]
[-2.83572592e+06  2.39314606e+00]
[-2.83579454e+06  2.39319390e+00]
[-2.83571167e+06  2.39314296e+00]
[-2.83573930e+06  2.39315994e+00]
[-2.83571836e+06  2.39314990e+00]
[-2.83577361e+06  2.39318386e+00]
[-2.83578699e+06  2.39319774e+00]
[-2.83581084e+06  2.39321664e+00]
[-2.83576606e+06  2.39318770e+00]
[-2.83576795e+06  2.39318674e+00]
[-2.83576983e+06  2.39318578e+00]
[-2.8357803e+06  2.3931908e+00]
[-2.83577652e+06  2.39319272e+00]
[-2.83577464e+06  2.39319368e+00]
[-2.83579368e+06  2.39320468e+00]
[-2.83578772e+06  2.39319995e+00]
[-2.83578176e+06  2.39319523e+00]
[-2.83577318e+06  2.39318925e+00]
[-2.8357851e+06  2.3931987e+00]
[-2.83577616e+06  2.39319161e+00]
[-2.83578212e+06  2.39319634e+00]
[-2.83577765e+06  2.39319279e+00]
[-2.83577242e+06  2.39319028e+00]
[-2.83577942e+06  2.39319399e+00]
[-2.83577830e+06  2.39319392e+00]
[-2.83577781e+06  2.39319307e+00]
[-2.83577797e+06  2.39319336e+00]
[-2.83577854e+06  2.39319339e+00]
[-2.83577886e+06  2.39319396e+00]
[-2.83577878e+06  2.39319382e+00]
[-2.83577870e+06  2.39319367e+00]
[-2.83577898e+06  2.39319369e+00]
[-2.83577914e+06  2.39319397e+00]
[-2.83577986e+06  2.39319429e+00]
[-2.83578015e+06  2.39319431e+00]
[-2.83577989e+06  2.39319423e+00]
[-2.83577945e+06  2.39319393e+00]
[-2.83577976e+06  2.39319420e+00]
[-2.83577966e+06  2.39319411e+00]
[-2.83577964e+06  2.39319414e+00]
[-2.83577944e+06  2.39319396e+00]
[-2.83577959e+06  2.39319410e+00]
[-2.83577936e+06  2.39319398e+00]
[-2.83577958e+06  2.39319408e+00]
[-2.83577951e+06  2.39319404e+00]
[-2.83577963e+06  2.39319410e+00]
[-2.83577971e+06  2.39319416e+00]
[-2.83577956e+06  2.39319407e+00]
[-2.83577966e+06  2.39319413e+00]
[-2.83577958e+06  2.39319409e+00]
[-2.83577963e+06  2.39319411e+00]
[-2.83577960e+06  2.39319409e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577959e+06  2.39319409e+00]
[-2.83577961e+06  2.39319411e+00]
[-2.83577963e+06  2.39319411e+00]
[-2.8357796e+06  2.3931941e+00]
[-2.8357796e+06  2.3931941e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.8357796e+06  2.3931941e+00]
[-2.8357796e+06  2.3931941e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577962e+06  2.39319411e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577962e+06  2.39319411e+00]
[-2.83577961e+06  2.39319411e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577961e+06  2.39319411e+00]
[-2.83577961e+06  2.39319410e+00]
[-2.83577961e+06  2.39319411e+00]
[-2.83577961e+06  2.39319411e+00]
[-2.83577961e+06  2.39319411e+00]
[-2.83577961e+06  2.39319411e+00]

------------------------------------------------------------
Sender: LSF System <lsfadmin@n-62-21-19>
Subject: Job 1755982: <batch_job_this_is_on_purpose_to_utilize_more_kernel> in cluster <dcc> Done

Job <batch_job_this_is_on_purpose_to_utilize_more_kernel> was submitted from host <gbarlogin2> by user <s174007> in cluster <dcc> at Tue Jan 15 17:21:46 2019
Job was executed on host(s) <n-62-21-19>, in queue <hpc>, as user <s174007> in cluster <dcc> at Tue Jan 15 17:21:47 2019
</zhome/b0/b/127184> was used as the home directory.
</zhome/b0/b/127184/Documents/Projects/machine-learning-on-materials> was used as the working directory.
Started at Tue Jan 15 17:21:47 2019
Terminated at Tue Jan 15 17:25:23 2019
Results reported at Tue Jan 15 17:25:23 2019

Your job looked like:

------------------------------------------------------------
# LSBATCH: User input
#!/bin/bash
##Kør på cpu
#BSUB -q hpc
##Navn på job
#BSUB -J batch_job_this_is_on_purpose_to_utilize_more_kernel
##Output fil
#BSUB -o output/batch/batchjobs-%J.out
##Antal kerner
#BSUB -n 1
##Om kernerne må være på forskellige computere
#BSUB -R "span[hosts=1]"
##Ram pr kerne
#BSUB -R "rusage[mem=10GB]"
##Hvor lang tid må den køre hh:mm
#BSUB -W 45:00
##Email når jobbet starter
##og stopper
module purge
module load python3
python3 KRR/batch_KRR_learn.py linear 0.001 GP newest 1000 10
------------------------------------------------------------

Successfully completed.

Resource usage summary:

    CPU time :                                   215.36 sec.
    Max Memory :                                 1692 MB
    Average Memory :                             1665.40 MB
    Total Requested Memory :                     10240.00 MB
    Delta Memory :                               8548.00 MB
    Max Swap :                                   -
    Max Processes :                              4
    Max Threads :                                5
    Run time :                                   219 sec.
    Turnaround time :                            217 sec.

The output (if any) is above this job summary.

