Unloaded module: latex/TeXLive12
Loaded module: python3/3.6.2
[1.e+03 1.e-03]
[1.05e+03 1.00e-03]
[1.00e+03 1.05e-03]
[9.50e+02 1.05e-03]
[9.000e+02 1.075e-03]
[9.000e+02 1.125e-03]
[8.5000e+02 1.1875e-03]
[7.5000e+02 1.2125e-03]
[6.25000e+02 1.29375e-03]
[5.75000e+02 1.40625e-03]
[4.125000e+02 1.571875e-03]
[1.875000e+02 1.678125e-03]
[-1.4375000e+02  1.9234375e-03]
[-3.5625000e+02  2.2015625e-03]
[-8.46875000e+02  2.65546875e-03]
[-1.40312500e+03  3.00703125e-03]
[-2.31093750e+03  3.72460938e-03]
[-3.01406250e+03  4.45664063e-03]
[-4.44921875e+03  5.72324219e-03]
[-5.91328125e+03  6.79238281e-03]
[-8.44648438e+03  8.86083984e-03]
[-1.05847656e+04  1.08594727e-02]
[-1.47216797e+04  1.44269043e-02]
[-1.87189453e+04  1.75645020e-02]
[-2.58538086e+04  2.34851318e-02]
[-3.21290039e+04  2.90511963e-02]
[-4.39702637e+04  3.91463745e-02]
[-5.51023926e+04  4.82046021e-02]
[-7.52927490e+04  6.50934509e-02]
[-9.34092041e+04  8.07546936e-02]
[-1.27186902e+05  1.09389474e-01]
[-1.58509387e+05  1.35336551e-01]
[-2.15778949e+05  1.83431639e-01]
[-2.67673102e+05  2.27727663e-01]
[-3.63863278e+05  3.09044769e-01]
[-4.52455325e+05  3.83086933e-01]
[-6.15089537e+05  5.19935662e-01]
[-7.63173866e+05  6.45548792e-01]
[-1.03687132e+06  8.76607368e-01]
[-1.28809758e+06  1.08749826e+00]
[-1.75021474e+06  1.47672501e+00]
[-2.17199652e+06  1.83339671e+00]
[-2.95045002e+06  2.49012724e+00]
[-3.66379343e+06  3.09024488e+00]
[-4.86402871e+06  4.10364711e+00]
[-2.52866823e+06  2.13345554e+00]
[-1.81532482e+06  1.53333789e+00]
[-3.20167628e+06  2.70101814e+00]
[-2.27744197e+06  1.92256464e+00]
[-2.97061770e+06  2.50640476e+00]
[-3.39239949e+06  2.86307647e+00]
[-2.74460104e+06  2.31586077e+00]
[-2.72443336e+06  2.29958325e+00]
[-2.51858439e+06  2.12531678e+00]
[-2.84248361e+06  2.39892462e+00]
[-2.86265129e+06  2.41520215e+00]
[-2.96053386e+06  2.49826600e+00]
[-2.79858425e+06  2.36146208e+00]
[-2.90655066e+06  2.45266469e+00]
[-2.82557585e+06  2.38426273e+00]
[-2.80540817e+06  2.36798521e+00]
[-2.84834051e+06  2.40339791e+00]
[-2.81971895e+06  2.37978944e+00]
[-2.84118512e+06  2.39749579e+00]
[-2.85809288e+06  2.41215769e+00]
[-2.83370511e+06  2.39123647e+00]
[-2.83240662e+06  2.38980764e+00]
[-2.82492661e+06  2.38354832e+00]
[-2.83712049e+06  2.39400892e+00]
[-2.83841898e+06  2.39543775e+00]
[-2.83691589e+06  2.39403023e+00]
[-2.84033128e+06  2.39680268e+00]
[-2.83536165e+06  2.39262802e+00]
[-2.83515705e+06  2.39264932e+00]
[-2.83417533e+06  2.39196952e+00]
[-2.83360281e+06  2.39124712e+00]
[-2.83608762e+06  2.39333445e+00]
[-2.83588302e+06  2.39335575e+00]
