Unloaded module: latex/TeXLive12
Loaded module: python3/3.6.2
15.0, 0.09683901945456341, 0.2949202494781539

20.0, 0.10625965162087757, 0.295738554295638

17.5, 0.10155729164919444, 0.29529598007617874

15.0, 0.09683901945456341, 0.2949202494781539

12.5, 0.0921758093749976, 0.294636496595888

10.0, 0.08767713813844288, 0.29448821921111185

7.5, 0.08350985454308442, 0.2945654233442253

5.0, 0.0799244679223612, 0.2951184601923746

2.5, 0.07728879202084545, 0.2974014272626993

0.0, nan, nan

-2.5, 0.07711945734155216, 0.2895535591787127

-5.0, 0.0813161725166279, 0.29192064303639026

-3.75, 0.07873127707624011, 0.2909641486149347

-2.5, 0.07711945734155216, 0.2895535591787127

-1.25, 0.0762905342015861, 0.2864889117492214

0.0, nan, nan

1.25, 0.07648463956276277, 0.3026787753695443

2.5, 0.07728879202084545, 0.2974014272626993

